jour_de_tirage;date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
vendredi;2013-03-01;1;11;36;29;42;4;5;-1-11-29-36-42-;-4-5-
mardi;2013-02-26;12;13;17;3;30;6;2;-3-12-13-17-30-;-2-6-
vendredi;2013-02-22;15;37;36;16;28;2;11;-15-16-28-36-37-;-2-11-
mardi;2013-02-19;28;30;44;12;15;9;8;-12-15-28-30-44-;-8-9-
vendredi;2013-02-15;2;4;42;28;22;4;9;-2-4-22-28-42-;-4-9-
mardi;2013-02-12;28;25;5;11;16;7;9;-5-11-16-25-28-;-7-9-
vendredi;2013-02-08;14;44;11;34;9;11;10;-9-11-14-34-44-;-10-11-
mardi;2013-02-05;25;6;45;40;31;6;7;-6-25-31-40-45-;-6-7-
vendredi;2013-02-01;37;5;34;38;21;1;6;-5-21-34-37-38-;-1-6-
mardi;2013-01-29;9;16;36;26;39;6;2;-9-16-26-36-39-;-2-6-
vendredi;2013-01-25;3;10;37;18;31;2;4;-3-10-18-31-37-;-2-4-
mardi;2013-01-22;45;10;48;1;44;4;1;-1-10-44-45-48-;-1-4-
vendredi;2013-01-18;39;26;27;30;4;10;3;-4-26-27-30-39-;-3-10-
mardi;2013-01-15;47;42;22;40;38;11;1;-22-38-40-42-47-;-1-11-
vendredi;2013-01-11;37;22;29;4;41;7;4;-4-22-29-37-41-;-4-7-
mardi;2013-01-08;22;26;47;2;20;9;5;-2-20-22-26-47-;-5-9-
vendredi;2013-01-04;4;10;27;22;41;10;8;-4-10-22-27-41-;-8-10-
mardi;2013-01-01;36;49;2;7;8;11;1;-2-7-8-36-49-;-1-11-
vendredi;2012-12-28;26;49;27;24;17;3;5;-17-24-26-27-49-;-3-5-
mardi;2012-12-25;14;20;32;23;18;3;10;-14-18-20-23-32-;-3-10-
vendredi;2012-12-21;40;5;3;42;22;3;10;-3-5-22-40-42-;-3-10-
mardi;2012-12-18;35;14;44;18;20;5;2;-14-18-20-35-44-;-2-5-
vendredi;2012-12-14;40;29;11;43;10;11;3;-10-11-29-40-43-;-3-11-
mardi;2012-12-11;50;4;9;1;43;6;8;-1-4-9-43-50-;-6-8-
vendredi;2012-12-07;10;18;31;42;16;2;5;-10-16-18-31-42-;-2-5-
mardi;2012-12-04;29;5;28;44;10;2;4;-5-10-28-29-44-;-2-4-
vendredi;2012-11-30;18;23;40;24;10;3;4;-10-18-23-24-40-;-3-4-
mardi;2012-11-27;49;44;6;10;23;7;1;-6-10-23-44-49-;-1-7-
vendredi;2012-11-23;11;20;40;9;1;5;1;-1-9-11-20-40-;-1-5-
mardi;2012-11-20;42;28;45;30;49;10;5;-28-30-42-45-49-;-5-10-
vendredi;2012-11-16;15;19;41;23;10;2;9;-10-15-19-23-41-;-2-9-
mardi;2012-11-13;29;11;21;24;16;6;2;-11-16-21-24-29-;-2-6-
vendredi;2012-11-09;47;28;14;21;22;5;4;-14-21-22-28-47-;-4-5-
mardi;2012-11-06;35;25;20;41;7;1;9;-7-20-25-35-41-;-1-9-
vendredi;2012-11-02;6;10;3;44;11;3;4;-3-6-10-11-44-;-3-4-
mardi;2012-10-30;23;44;25;24;31;2;3;-23-24-25-31-44-;-2-3-
vendredi;2012-10-26;9;5;6;38;27;5;11;-5-6-9-27-38-;-5-11-
mardi;2012-10-23;1;35;38;50;28;2;10;-1-28-35-38-50-;-2-10-
vendredi;2012-10-19;16;40;44;37;29;8;10;-16-29-37-40-44-;-8-10-
mardi;2012-10-16;41;10;40;49;32;2;8;-10-32-40-41-49-;-2-8-
vendredi;2012-10-12;35;7;17;43;6;2;8;-6-7-17-35-43-;-2-8-
mardi;2012-10-09;23;8;10;25;2;8;9;-2-8-10-23-25-;-8-9-
vendredi;2012-10-05;19;16;18;21;9;3;2;-9-16-18-19-21-;-2-3-
mardi;2012-10-02;16;42;21;36;4;8;7;-4-16-21-36-42-;-7-8-
vendredi;2012-09-28;20;26;30;33;23;6;9;-20-23-26-30-33-;-6-9-
mardi;2012-09-25;48;25;27;49;7;1;4;-7-25-27-48-49-;-1-4-
vendredi;2012-09-21;41;4;34;43;19;7;11;-4-19-34-41-43-;-7-11-
mardi;2012-09-18;38;7;39;44;6;7;9;-6-7-38-39-44-;-7-9-
vendredi;2012-09-14;27;10;44;23;3;9;7;-3-10-23-27-44-;-7-9-
mardi;2012-09-11;15;6;37;22;44;2;4;-6-15-22-37-44-;-2-4-
vendredi;2012-09-07;15;35;13;30;42;4;6;-13-15-30-35-42-;-4-6-
mardi;2012-09-04;18;39;17;44;11;10;5;-11-17-18-39-44-;-5-10-
vendredi;2012-08-31;31;28;16;48;33;11;7;-16-28-31-33-48-;-7-11-
mardi;2012-08-28;1;26;25;44;18;5;4;-1-18-25-26-44-;-4-5-
vendredi;2012-08-24;6;5;19;37;12;7;3;-5-6-12-19-37-;-3-7-
mardi;2012-08-21;17;5;38;4;48;4;3;-4-5-17-38-48-;-3-4-
vendredi;2012-08-17;19;25;33;44;28;8;2;-19-25-28-33-44-;-2-8-
mardi;2012-08-14;45;16;42;1;38;9;10;-1-16-38-42-45-;-9-10-
vendredi;2012-08-10;50;21;17;48;11;9;10;-11-17-21-48-50-;-9-10-
mardi;2012-08-07;20;50;34;46;27;3;2;-20-27-34-46-50-;-2-3-
vendredi;2012-08-03;34;35;42;24;46;5;1;-24-34-35-42-46-;-1-5-
mardi;2012-07-31;35;39;4;36;29;9;8;-4-29-35-36-39-;-8-9-
vendredi;2012-07-27;15;48;14;23;21;2;10;-14-15-21-23-48-;-2-10-
mardi;2012-07-24;18;25;4;16;44;11;1;-4-16-18-25-44-;-1-11-
vendredi;2012-07-20;19;23;10;45;49;9;10;-10-19-23-45-49-;-9-10-
mardi;2012-07-17;24;2;43;7;46;10;8;-2-7-24-43-46-;-8-10-
vendredi;2012-07-13;18;46;35;25;8;9;4;-8-18-25-35-46-;-4-9-
mardi;2012-07-10;37;1;24;16;3;8;1;-1-3-16-24-37-;-1-8-
vendredi;2012-07-06;40;42;38;31;32;3;1;-31-32-38-40-42-;-1-3-
mardi;2012-07-03;22;7;2;40;27;6;3;-2-7-22-27-40-;-3-6-
vendredi;2012-06-29;14;17;28;39;29;11;1;-14-17-28-29-39-;-1-11-
mardi;2012-06-26;11;22;35;20;1;10;8;-1-11-20-22-35-;-8-10-
vendredi;2012-06-22;18;14;19;43;49;7;3;-14-18-19-43-49-;-3-7-
mardi;2012-06-19;17;20;50;7;35;5;11;-7-17-20-35-50-;-5-11-
vendredi;2012-06-15;48;38;27;22;10;3;7;-10-22-27-38-48-;-3-7-
mardi;2012-06-12;30;26;48;15;8;9;10;-8-15-26-30-48-;-9-10-
vendredi;2012-06-08;11;22;5;34;40;9;11;-5-11-22-34-40-;-9-11-
mardi;2012-06-05;13;49;37;47;34;8;9;-13-34-37-47-49-;-8-9-
vendredi;2012-06-01;26;2;36;14;4;9;10;-2-4-14-26-36-;-9-10-
mardi;2012-05-29;28;17;25;15;8;3;11;-8-15-17-25-28-;-3-11-
vendredi;2012-05-25;35;12;22;49;46;2;8;-12-22-35-46-49-;-2-8-
mardi;2012-05-22;31;32;41;16;37;7;1;-16-31-32-37-41-;-1-7-
vendredi;2012-05-18;29;50;43;47;13;9;11;-13-29-43-47-50-;-9-11-
mardi;2012-05-15;13;2;50;11;26;5;2;-2-11-13-26-50-;-2-5-
vendredi;2012-05-11;1;17;13;44;38;2;11;-1-13-17-38-44-;-2-11-
mardi;2012-05-08;3;34;48;38;21;5;8;-3-21-34-38-48-;-5-8-
vendredi;2012-05-04;26;41;40;39;3;1;2;-3-26-39-40-41-;-1-2-
mardi;2012-05-01;4;15;41;5;19;11;9;-4-5-15-19-41-;-9-11-
vendredi;2012-04-27;36;43;30;27;20;1;6;-20-27-30-36-43-;-1-6-
mardi;2012-04-24;8;24;48;43;9;3;5;-8-9-24-43-48-;-3-5-
vendredi;2012-04-20;32;41;29;3;6;11;10;-3-6-29-32-41-;-10-11-
mardi;2012-04-17;10;28;49;48;33;10;1;-10-28-33-48-49-;-1-10-
vendredi;2012-04-13;8;39;43;13;26;3;5;-8-13-26-39-43-;-3-5-
mardi;2012-04-10;37;27;22;25;36;9;5;-22-25-27-36-37-;-5-9-
vendredi;2012-04-06;11;35;45;20;30;2;3;-11-20-30-35-45-;-2-3-
mardi;2012-04-03;1;8;18;25;30;10;9;-1-8-18-25-30-;-9-10-
vendredi;2012-03-30;46;17;23;4;36;10;6;-4-17-23-36-46-;-6-10-
mardi;2012-03-27;29;36;27;34;24;7;8;-24-27-29-34-36-;-7-8-
vendredi;2012-03-23;50;15;9;23;31;8;11;-9-15-23-31-50-;-8-11-
mardi;2012-03-20;28;30;15;16;46;3;4;-15-16-28-30-46-;-3-4-
vendredi;2012-03-16;12;4;50;3;23;4;7;-3-4-12-23-50-;-4-7-
mardi;2012-03-13;47;1;25;10;43;8;9;-1-10-25-43-47-;-8-9-
vendredi;2012-03-09;39;36;32;47;3;6;9;-3-32-36-39-47-;-6-9-
mardi;2012-03-06;23;47;27;37;24;6;2;-23-24-27-37-47-;-2-6-
vendredi;2012-03-02;44;5;11;6;30;6;2;-5-6-11-30-44-;-2-6-
mardi;2012-02-28;10;48;1;17;33;2;3;-1-10-17-33-48-;-2-3-
vendredi;2012-02-24;34;3;12;26;7;10;8;-3-7-12-26-34-;-8-10-
mardi;2012-02-21;11;24;14;25;29;11;7;-11-14-24-25-29-;-7-11-
vendredi;2012-02-17;11;4;47;28;38;11;10;-4-11-28-38-47-;-10-11-
mardi;2012-02-14;36;14;42;46;27;11;8;-14-27-36-42-46-;-8-11-
vendredi;2012-02-10;3;14;31;41;8;7;11;-3-8-14-31-41-;-7-11-
mardi;2012-02-07;15;3;17;33;28;2;4;-3-15-17-28-33-;-2-4-
vendredi;2012-02-03;16;20;19;25;28;1;10;-16-19-20-25-28-;-1-10-
mardi;2012-01-31;43;34;38;9;45;4;2;-9-34-38-43-45-;-2-4-
vendredi;2012-01-27;10;19;44;13;39;6;2;-10-13-19-39-44-;-2-6-
mardi;2012-01-24;1;20;6;2;36;11;8;-1-2-6-20-36-;-8-11-
vendredi;2012-01-20;10;28;27;2;22;8;6;-2-10-22-27-28-;-6-8-
mardi;2012-01-17;12;44;22;30;31;5;6;-12-22-30-31-44-;-5-6-
vendredi;2012-01-13;39;13;21;14;27;8;6;-13-14-21-27-39-;-6-8-
mardi;2012-01-10;9;4;30;10;40;9;2;-4-9-10-30-40-;-2-9-
vendredi;2012-01-06;1;6;10;31;12;7;2;-1-6-10-12-31-;-2-7-
mardi;2012-01-03;42;30;45;3;49;5;10;-3-30-42-45-49-;-5-10-
vendredi;2011-12-30;36;44;43;16;50;8;7;-16-36-43-44-50-;-7-8-
mardi;2011-12-27;26;21;25;19;44;7;3;-19-21-25-26-44-;-3-7-
vendredi;2011-12-23;22;7;24;28;21;1;11;-7-21-22-24-28-;-1-11-
mardi;2011-12-20;14;48;1;9;12;7;1;-1-9-12-14-48-;-1-7-
vendredi;2011-12-16;10;2;23;31;5;5;2;-2-5-10-23-31-;-2-5-
mardi;2011-12-13;12;37;18;33;7;1;11;-7-12-18-33-37-;-1-11-
vendredi;2011-12-09;21;12;47;44;29;2;1;-12-21-29-44-47-;-1-2-
mardi;2011-12-06;34;21;20;38;19;9;3;-19-20-21-34-38-;-3-9-
vendredi;2011-12-02;27;40;7;43;30;9;8;-7-27-30-40-43-;-8-9-
mardi;2011-11-29;25;50;11;45;41;7;2;-11-25-41-45-50-;-2-7-
vendredi;2011-11-25;34;14;26;19;28;5;8;-14-19-26-28-34-;-5-8-
mardi;2011-11-22;16;40;38;24;18;2;4;-16-18-24-38-40-;-2-4-
vendredi;2011-11-18;39;44;24;4;12;2;4;-4-12-24-39-44-;-2-4-
mardi;2011-11-15;47;17;22;6;45;3;11;-6-17-22-45-47-;-3-11-
vendredi;2011-11-11;30;18;1;4;23;3;7;-1-4-18-23-30-;-3-7-
mardi;2011-11-08;40;15;4;29;1;1;5;-1-4-15-29-40-;-1-5-
vendredi;2011-11-04;41;50;11;43;14;9;2;-11-14-41-43-50-;-2-9-
mardi;2011-11-01;20;45;23;14;46;1;11;-14-20-23-45-46-;-1-11-
vendredi;2011-10-28;39;16;20;17;50;4;8;-16-17-20-39-50-;-4-8-
mardi;2011-10-25;39;28;22;12;27;4;10;-12-22-27-28-39-;-4-10-
vendredi;2011-10-21;37;19;2;33;46;5;8;-2-19-33-37-46-;-5-8-
mardi;2011-10-18;46;18;37;48;23;2;10;-18-23-37-46-48-;-2-10-
vendredi;2011-10-14;47;23;12;29;32;3;5;-12-23-29-32-47-;-3-5-
mardi;2011-10-11;12;16;4;1;48;9;10;-1-4-12-16-48-;-9-10-
vendredi;2011-10-07;42;34;18;38;26;8;5;-18-26-34-38-42-;-5-8-
mardi;2011-10-04;14;16;23;45;38;8;11;-14-16-23-38-45-;-8-11-
vendredi;2011-09-30;28;15;44;31;5;1;6;-5-15-28-31-44-;-1-6-
mardi;2011-09-27;28;18;40;27;35;3;5;-18-27-28-35-40-;-3-5-
vendredi;2011-09-23;6;33;48;14;34;6;2;-6-14-33-34-48-;-2-6-
mardi;2011-09-20;25;38;19;9;36;11;7;-9-19-25-36-38-;-7-11-
vendredi;2011-09-16;39;2;42;17;8;3;10;-2-8-17-39-42-;-3-10-
mardi;2011-09-13;28;32;49;9;30;9;10;-9-28-30-32-49-;-9-10-
vendredi;2011-09-09;21;5;34;31;28;2;1;-5-21-28-31-34-;-1-2-
mardi;2011-09-06;42;35;50;48;47;9;8;-35-42-47-48-50-;-8-9-
vendredi;2011-09-02;37;12;26;38;44;4;7;-12-26-37-38-44-;-4-7-
mardi;2011-08-30;46;8;2;10;19;5;9;-2-8-10-19-46-;-5-9-
vendredi;2011-08-26;25;45;22;33;12;5;7;-12-22-25-33-45-;-5-7-
mardi;2011-08-23;42;50;6;14;4;2;4;-4-6-14-42-50-;-2-4-
vendredi;2011-08-19;16;6;31;28;14;11;2;-6-14-16-28-31-;-2-11-
mardi;2011-08-16;45;18;1;13;17;8;3;-1-13-17-18-45-;-3-8-
vendredi;2011-08-12;7;20;37;10;27;7;4;-7-10-20-27-37-;-4-7-
mardi;2011-08-09;36;24;34;7;23;11;8;-7-23-24-34-36-;-8-11-
vendredi;2011-08-05;34;32;18;14;13;1;10;-13-14-18-32-34-;-1-10-
mardi;2011-08-02;8;33;14;24;5;8;3;-5-8-14-24-33-;-3-8-
vendredi;2011-07-29;37;38;19;27;12;5;10;-12-19-27-37-38-;-5-10-
mardi;2011-07-26;5;1;25;48;22;11;3;-1-5-22-25-48-;-3-11-
vendredi;2011-07-22;4;50;15;49;23;2;6;-4-15-23-49-50-;-2-6-
mardi;2011-07-19;16;3;25;35;26;5;9;-3-16-25-26-35-;-5-9-
vendredi;2011-07-15;26;6;33;39;34;3;4;-6-26-33-34-39-;-3-4-
mardi;2011-07-12;19;17;42;45;38;9;10;-17-19-38-42-45-;-9-10-
vendredi;2011-07-08;12;13;40;49;23;7;10;-12-13-23-40-49-;-7-10-
mardi;2011-07-05;28;47;29;11;49;5;1;-11-28-29-47-49-;-1-5-
vendredi;2011-07-01;11;23;31;8;46;9;8;-8-11-23-31-46-;-8-9-
mardi;2011-06-28;16;15;44;30;50;3;2;-15-16-30-44-50-;-2-3-
vendredi;2011-06-24;41;20;5;30;16;11;6;-5-16-20-30-41-;-6-11-
mardi;2011-06-21;49;50;20;17;35;4;3;-17-20-35-49-50-;-3-4-
vendredi;2011-06-17;11;22;21;16;44;8;3;-11-16-21-22-44-;-3-8-
mardi;2011-06-14;41;19;48;5;12;8;10;-5-12-19-41-48-;-8-10-
vendredi;2011-06-10;37;20;3;48;19;8;11;-3-19-20-37-48-;-8-11-
mardi;2011-06-07;25;38;40;6;36;10;4;-6-25-36-38-40-;-4-10-
vendredi;2011-06-03;49;40;50;39;4;2;5;-4-39-40-49-50-;-2-5-
mardi;2011-05-31;22;9;10;50;1;11;5;-1-9-10-22-50-;-5-11-
vendredi;2011-05-27;28;9;49;25;17;9;8;-9-17-25-28-49-;-8-9-
mardi;2011-05-24;16;23;24;29;26;2;9;-16-23-24-26-29-;-2-9-
vendredi;2011-05-20;42;25;10;20;14;8;11;-10-14-20-25-42-;-8-11-
mardi;2011-05-17;37;20;21;45;46;3;2;-20-21-37-45-46-;-2-3-
vendredi;2011-05-13;17;47;11;36;9;2;1;-9-11-17-36-47-;-1-2-
mardi;2011-05-10;28;3;45;10;15;7;5;-3-10-15-28-45-;-5-7-
vendredi;2011-05-06;28;16;20;22;11;4;9;-11-16-20-22-28-;-4-9-
vendredi;2011-04-29;38;40;25;15;41;1;2;-15-25-38-40-41-;-1-2-
vendredi;2011-04-22;22;45;48;11;36;1;4;-11-22-36-45-48-;-1-4-
vendredi;2011-04-15;4;41;6;21;39;2;6;-4-6-21-39-41-;-2-6-
vendredi;2011-04-08;21;47;23;38;50;6;2;-21-23-38-47-50-;-2-6-
vendredi;2011-04-01;17;33;22;21;4;4;8;-4-17-21-22-33-;-4-8-
vendredi;2011-03-25;12;21;6;33;27;7;3;-6-12-21-27-33-;-3-7-
vendredi;2011-03-18;50;13;26;1;20;7;6;-1-13-20-26-50-;-6-7-
vendredi;2011-03-11;17;24;37;19;46;2;7;-17-19-24-37-46-;-2-7-
vendredi;2011-03-04;28;41;25;11;27;8;5;-11-25-27-28-41-;-5-8-
vendredi;2011-02-25;42;45;13;48;12;3;9;-12-13-42-45-48-;-3-9-
vendredi;2011-02-18;45;3;49;15;2;9;5;-2-3-15-45-49-;-5-9-
vendredi;2011-02-11;15;14;12;19;23;7;8;-12-14-15-19-23-;-7-8-
vendredi;2011-02-04;47;35;11;2;24;5;9;-2-11-24-35-47-;-5-9-
vendredi;2011-01-28;41;24;23;42;13;5;1;-13-23-24-41-42-;-1-5-
vendredi;2011-01-21;21;11;13;3;18;5;4;-3-11-13-18-21-;-4-5-
vendredi;2011-01-14;44;2;24;14;39;7;6;-2-14-24-39-44-;-6-7-
vendredi;2011-01-07;32;22;1;48;50;7;6;-1-22-32-48-50-;-6-7-
vendredi;2010-12-31;2;24;43;38;34;1;7;-2-24-34-38-43-;-1-7-
vendredi;2010-12-24;46;19;42;36;38;8;2;-19-36-38-42-46-;-2-8-
vendredi;2010-12-17;3;35;29;42;20;3;8;-3-20-29-35-42-;-3-8-
vendredi;2010-12-10;46;2;10;3;33;8;7;-2-3-10-33-46-;-7-8-
vendredi;2010-12-03;28;32;46;8;19;4;7;-8-19-28-32-46-;-4-7-
vendredi;2010-11-26;9;41;36;49;28;7;5;-9-28-36-41-49-;-5-7-
vendredi;2010-11-19;36;12;15;45;32;9;7;-12-15-32-36-45-;-7-9-
vendredi;2010-11-12;23;47;7;19;29;6;1;-7-19-23-29-47-;-1-6-
vendredi;2010-11-05;21;23;33;50;40;5;4;-21-23-33-40-50-;-4-5-
vendredi;2010-10-29;32;22;16;42;20;8;9;-16-20-22-32-42-;-8-9-
vendredi;2010-10-22;39;5;11;9;4;3;5;-4-5-9-11-39-;-3-5-
vendredi;2010-10-15;38;31;2;36;43;7;3;-2-31-36-38-43-;-3-7-
vendredi;2010-10-08;46;35;39;30;9;6;8;-9-30-35-39-46-;-6-8-
vendredi;2010-10-01;4;27;6;48;1;1;6;-1-4-6-27-48-;-1-6-
vendredi;2010-09-24;1;16;48;4;40;1;9;-1-4-16-40-48-;-1-9-
vendredi;2010-09-17;50;27;38;17;29;3;1;-17-27-29-38-50-;-1-3-
vendredi;2010-09-10;35;41;21;45;17;5;1;-17-21-35-41-45-;-1-5-
vendredi;2010-09-03;24;49;47;26;13;4;8;-13-24-26-47-49-;-4-8-
vendredi;2010-08-27;13;6;30;1;49;1;9;-1-6-13-30-49-;-1-9-
vendredi;2010-08-20;27;31;5;42;40;6;1;-5-27-31-40-42-;-1-6-
vendredi;2010-08-13;15;9;47;21;4;7;2;-4-9-15-21-47-;-2-7-
vendredi;2010-08-06;42;28;13;29;25;4;5;-13-25-28-29-42-;-4-5-
vendredi;2010-07-30;39;11;3;4;28;8;2;-3-4-11-28-39-;-2-8-
vendredi;2010-07-23;4;13;37;35;46;9;3;-4-13-35-37-46-;-3-9-
vendredi;2010-07-16;49;46;45;39;38;7;8;-38-39-45-46-49-;-7-8-
vendredi;2010-07-09;37;9;49;24;39;3;9;-9-24-37-39-49-;-3-9-
vendredi;2010-07-02;46;41;36;13;12;8;1;-12-13-36-41-46-;-1-8-
vendredi;2010-06-25;18;1;8;28;31;9;8;-1-8-18-28-31-;-8-9-
vendredi;2010-06-18;2;29;31;38;32;4;1;-2-29-31-32-38-;-1-4-
vendredi;2010-06-11;44;2;36;22;24;2;1;-2-22-24-36-44-;-1-2-
vendredi;2010-06-04;34;42;17;40;4;9;4;-4-17-34-40-42-;-4-9-
vendredi;2010-05-28;9;31;32;33;4;3;7;-4-9-31-32-33-;-3-7-
vendredi;2010-05-21;38;19;50;7;30;4;7;-7-19-30-38-50-;-4-7-
vendredi;2010-05-14;17;31;43;47;1;3;2;-1-17-31-43-47-;-2-3-
vendredi;2010-05-07;15;21;6;3;32;7;9;-3-6-15-21-32-;-7-9-
vendredi;2010-04-30;6;36;22;25;24;3;8;-6-22-24-25-36-;-3-8-
vendredi;2010-04-23;46;3;7;8;43;6;8;-3-7-8-43-46-;-6-8-
vendredi;2010-04-16;17;11;26;40;9;9;3;-9-11-17-26-40-;-3-9-
vendredi;2010-04-09;44;23;24;21;7;3;4;-7-21-23-24-44-;-3-4-
vendredi;2010-04-02;26;18;12;24;45;5;4;-12-18-24-26-45-;-4-5-
vendredi;2010-03-26;18;37;8;16;43;2;6;-8-16-18-37-43-;-2-6-
vendredi;2010-03-19;38;28;30;39;10;7;2;-10-28-30-38-39-;-2-7-
vendredi;2010-03-12;46;1;26;36;33;7;6;-1-26-33-36-46-;-6-7-
vendredi;2010-03-05;19;18;49;12;43;9;3;-12-18-19-43-49-;-3-9-
vendredi;2010-02-26;42;11;29;7;18;7;6;-7-11-18-29-42-;-6-7-
vendredi;2010-02-19;37;12;38;31;43;3;2;-12-31-37-38-43-;-2-3-
vendredi;2010-02-12;5;45;1;38;18;6;4;-1-5-18-38-45-;-4-6-
vendredi;2010-02-05;46;38;34;35;39;3;4;-34-35-38-39-46-;-3-4-
vendredi;2010-01-29;39;43;30;17;9;7;5;-9-17-30-39-43-;-5-7-
vendredi;2010-01-22;4;44;27;22;36;9;7;-4-22-27-36-44-;-7-9-
vendredi;2010-01-15;49;50;26;29;11;4;7;-11-26-29-49-50-;-4-7-
vendredi;2010-01-08;44;5;14;4;46;9;8;-4-5-14-44-46-;-8-9-
vendredi;2010-01-01;22;24;27;36;9;7;5;-9-22-24-27-36-;-5-7-
vendredi;2009-12-25;4;17;5;34;14;5;3;-4-5-14-17-34-;-3-5-
vendredi;2009-12-18;49;30;35;32;14;8;3;-14-30-32-35-49-;-3-8-
vendredi;2009-12-11;41;43;44;46;20;2;9;-20-41-43-44-46-;-2-9-
vendredi;2009-12-04;25;30;19;18;44;3;1;-18-19-25-30-44-;-1-3-
vendredi;2009-11-27;33;15;13;5;8;8;9;-5-8-13-15-33-;-8-9-
vendredi;2009-11-20;47;9;28;5;43;2;9;-5-9-28-43-47-;-2-9-
vendredi;2009-11-13;15;25;32;26;13;4;3;-13-15-25-26-32-;-3-4-
vendredi;2009-11-06;19;43;45;34;11;5;9;-11-19-34-43-45-;-5-9-
vendredi;2009-10-30;35;9;33;38;40;6;2;-9-33-35-38-40-;-2-6-
vendredi;2009-10-23;20;6;18;29;31;8;2;-6-18-20-29-31-;-2-8-
vendredi;2009-10-16;23;30;31;47;12;3;4;-12-23-30-31-47-;-3-4-
vendredi;2009-10-09;29;11;46;7;50;4;7;-7-11-29-46-50-;-4-7-
vendredi;2009-10-02;44;29;24;23;22;5;1;-22-23-24-29-44-;-1-5-
vendredi;2009-09-25;6;21;18;17;34;9;3;-6-17-18-21-34-;-3-9-
vendredi;2009-09-18;30;16;41;38;6;2;4;-6-16-30-38-41-;-2-4-
vendredi;2009-09-11;42;15;12;35;43;6;4;-12-15-35-42-43-;-4-6-
vendredi;2009-09-04;20;39;6;9;38;9;3;-6-9-20-38-39-;-3-9-
vendredi;2009-08-28;37;41;49;36;8;7;5;-8-36-37-41-49-;-5-7-
vendredi;2009-08-21;16;42;31;7;4;5;3;-4-7-16-31-42-;-3-5-
vendredi;2009-08-14;30;5;8;49;24;9;3;-5-8-24-30-49-;-3-9-
vendredi;2009-08-07;22;10;31;24;20;7;2;-10-20-22-24-31-;-2-7-
vendredi;2009-07-31;26;9;20;21;5;6;3;-5-9-20-21-26-;-3-6-
vendredi;2009-07-24;15;47;35;25;14;9;5;-14-15-25-35-47-;-5-9-
vendredi;2009-07-17;17;50;8;2;32;3;7;-2-8-17-32-50-;-3-7-
vendredi;2009-07-10;42;20;6;16;46;1;6;-6-16-20-42-46-;-1-6-
vendredi;2009-07-03;29;47;46;34;21;6;8;-21-29-34-46-47-;-6-8-
vendredi;2009-06-26;21;6;11;39;30;8;2;-6-11-21-30-39-;-2-8-
vendredi;2009-06-19;20;17;16;4;29;7;5;-4-16-17-20-29-;-5-7-
vendredi;2009-06-12;50;14;6;16;34;6;4;-6-14-16-34-50-;-4-6-
vendredi;2009-06-05;35;19;40;26;11;2;5;-11-19-26-35-40-;-2-5-
vendredi;2009-05-29;30;47;2;37;5;6;3;-2-5-30-37-47-;-3-6-
vendredi;2009-05-22;43;4;14;33;13;6;1;-4-13-14-33-43-;-1-6-
vendredi;2009-05-15;19;8;42;18;20;5;9;-8-18-19-20-42-;-5-9-
vendredi;2009-05-08;4;29;23;31;24;9;8;-4-23-24-29-31-;-8-9-
vendredi;2009-05-01;38;47;31;19;5;3;5;-5-19-31-38-47-;-3-5-
vendredi;2009-04-24;21;4;24;14;41;5;8;-4-14-21-24-41-;-5-8-
vendredi;2009-04-17;7;4;21;44;47;1;5;-4-7-21-44-47-;-1-5-
vendredi;2009-04-10;37;14;9;46;16;2;4;-9-14-16-37-46-;-2-4-
vendredi;2009-04-03;46;24;32;20;2;1;9;-2-20-24-32-46-;-1-9-
vendredi;2009-03-27;25;42;36;33;38;6;7;-25-33-36-38-42-;-6-7-
vendredi;2009-03-20;31;12;35;23;16;4;6;-12-16-23-31-35-;-4-6-
vendredi;2009-03-13;36;42;26;12;24;1;4;-12-24-26-36-42-;-1-4-
vendredi;2009-03-06;13;35;25;17;19;5;6;-13-17-19-25-35-;-5-6-
vendredi;2009-02-27;9;44;5;37;45;9;6;-5-9-37-44-45-;-6-9-
vendredi;2009-02-20;13;48;9;12;14;1;2;-9-12-13-14-48-;-1-2-
vendredi;2009-02-13;33;36;40;22;42;1;2;-22-33-36-40-42-;-1-2-
vendredi;2009-02-06;36;30;20;40;10;3;5;-10-20-30-36-40-;-3-5-
vendredi;2009-01-30;4;34;35;46;29;5;8;-4-29-34-35-46-;-5-8-
vendredi;2009-01-23;36;49;33;40;32;2;8;-32-33-36-40-49-;-2-8-
vendredi;2009-01-16;50;22;17;3;49;3;6;-3-17-22-49-50-;-3-6-
vendredi;2009-01-09;22;7;15;28;48;4;1;-7-15-22-28-48-;-1-4-
vendredi;2009-01-02;48;30;29;37;36;1;6;-29-30-36-37-48-;-1-6-
vendredi;2008-12-26;44;26;2;1;50;1;7;-1-2-26-44-50-;-1-7-
vendredi;2008-12-19;29;50;46;28;40;5;7;-28-29-40-46-50-;-5-7-
vendredi;2008-12-12;2;19;42;28;49;7;2;-2-19-28-42-49-;-2-7-
vendredi;2008-12-05;35;8;21;45;4;5;8;-4-8-21-35-45-;-5-8-
vendredi;2008-11-28;8;25;11;41;16;4;2;-8-11-16-25-41-;-2-4-
