jour_de_tirage;date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
mardi;2019-04-23;23;44;18;27;42;7;2;-18-23-27-42-44-;-2-7-
vendredi;2019-04-19;32;49;8;7;41;11;5;-7-8-32-41-49-;-5-11-
mardi;2019-04-16;1;49;15;8;44;2;11;-1-8-15-44-49-;-2-11-
vendredi;2019-04-12;46;28;1;35;36;6;9;-1-28-35-36-46-;-6-9-
mardi;2019-04-09;38;41;18;29;21;1;11;-18-21-29-38-41-;-1-11-
vendredi;2019-04-05;7;45;10;1;29;5;3;-1-7-10-29-45-;-3-5-
mardi;2019-04-02;9;26;16;2;36;6;7;-2-9-16-26-36-;-6-7-
vendredi;2019-03-29;13;23;26;47;32;6;10;-13-23-26-32-47-;-6-10-
mardi;2019-03-26;47;43;19;23;12;2;6;-12-19-23-43-47-;-2-6-
vendredi;2019-03-22;17;43;26;4;30;11;6;-4-17-26-30-43-;-6-11-
mardi;2019-03-19;9;6;1;47;34;12;7;-1-6-9-34-47-;-7-12-
vendredi;2019-03-15;46;24;42;15;3;12;9;-3-15-24-42-46-;-9-12-
mardi;2019-03-12;5;13;7;19;31;9;2;-5-7-13-19-31-;-2-9-
vendredi;2019-03-08;40;17;24;19;18;8;4;-17-18-19-24-40-;-4-8-
mardi;2019-03-05;16;10;46;39;6;8;11;-6-10-16-39-46-;-8-11-
vendredi;2019-03-01;9;19;26;31;6;12;11;-6-9-19-26-31-;-11-12-
mardi;2019-02-26;29;47;15;3;35;4;3;-3-15-29-35-47-;-3-4-
vendredi;2019-02-22;50;33;29;3;27;7;3;-3-27-29-33-50-;-3-7-
mardi;2019-02-19;19;8;18;1;39;9;7;-1-8-18-19-39-;-7-9-
vendredi;2019-02-15;49;38;27;34;15;2;10;-15-27-34-38-49-;-2-10-
mardi;2019-02-12;34;36;50;41;6;1;5;-6-34-36-41-50-;-1-5-
vendredi;2019-02-08;46;12;13;39;11;7;10;-11-12-13-39-46-;-7-10-
mardi;2019-02-05;31;43;14;25;37;2;3;-14-25-31-37-43-;-2-3-
vendredi;2019-02-01;3;41;26;46;21;6;1;-3-21-26-41-46-;-1-6-
mardi;2019-01-29;39;14;24;32;26;8;3;-14-24-26-32-39-;-3-8-
vendredi;2019-01-25;15;16;13;6;1;6;10;-1-6-13-15-16-;-6-10-
mardi;2019-01-22;29;49;41;9;23;8;10;-9-23-29-41-49-;-8-10-
vendredi;2019-01-18;5;16;46;6;30;5;10;-5-6-16-30-46-;-5-10-
mardi;2019-01-15;33;22;35;25;29;3;6;-22-25-29-33-35-;-3-6-
vendredi;2019-01-11;19;48;31;39;1;6;1;-1-19-31-39-48-;-1-6-
mardi;2019-01-08;19;32;31;3;22;2;11;-3-19-22-31-32-;-2-11-
vendredi;2019-01-04;19;7;11;37;27;10;6;-7-11-19-27-37-;-6-10-
mardi;2019-01-01;11;25;8;28;1;4;6;-1-8-11-25-28-;-4-6-
vendredi;2018-12-28;34;16;35;45;13;10;12;-13-16-34-35-45-;-10-12-
mardi;2018-12-25;8;4;43;31;5;9;2;-4-5-8-31-43-;-2-9-
vendredi;2018-12-21;12;2;34;50;15;4;3;-2-12-15-34-50-;-3-4-
mardi;2018-12-18;1;18;39;48;9;7;5;-1-9-18-39-48-;-5-7-
vendredi;2018-12-14;29;12;38;44;42;12;2;-12-29-38-42-44-;-2-12-
mardi;2018-12-11;4;13;7;42;23;1;3;-4-7-13-23-42-;-1-3-
vendredi;2018-12-07;17;11;37;48;26;1;10;-11-17-26-37-48-;-1-10-
mardi;2018-12-04;21;19;45;20;42;8;9;-19-20-21-42-45-;-8-9-
vendredi;2018-11-30;3;10;26;23;12;12;1;-3-10-12-23-26-;-1-12-
mardi;2018-11-27;17;16;4;32;18;11;2;-4-16-17-18-32-;-2-11-
vendredi;2018-11-23;25;30;5;26;8;3;10;-5-8-25-26-30-;-3-10-
mardi;2018-11-20;6;48;19;45;39;7;12;-6-19-39-45-48-;-7-12-
vendredi;2018-11-16;9;10;28;41;13;12;1;-9-10-13-28-41-;-1-12-
mardi;2018-11-13;10;7;13;2;42;6;3;-2-7-10-13-42-;-3-6-
vendredi;2018-11-09;49;17;37;32;14;11;12;-14-17-32-37-49-;-11-12-
mardi;2018-11-06;14;36;24;43;40;2;9;-14-24-36-40-43-;-2-9-
vendredi;2018-11-02;15;37;5;17;44;11;7;-5-15-17-37-44-;-7-11-
mardi;2018-10-30;44;27;23;17;43;1;12;-17-23-27-43-44-;-1-12-
vendredi;2018-10-26;5;31;18;21;35;6;9;-5-18-21-31-35-;-6-9-
mardi;2018-10-23;32;2;1;5;21;12;2;-1-2-5-21-32-;-2-12-
vendredi;2018-10-19;1;3;47;29;48;12;3;-1-3-29-47-48-;-3-12-
mardi;2018-10-16;15;28;42;37;40;1;6;-15-28-37-40-42-;-1-6-
vendredi;2018-10-12;31;4;12;43;9;8;5;-4-9-12-31-43-;-5-8-
mardi;2018-10-09;3;45;44;12;36;11;8;-3-12-36-44-45-;-8-11-
vendredi;2018-10-05;16;8;26;35;24;11;3;-8-16-24-26-35-;-3-11-
mardi;2018-10-02;45;29;37;7;17;11;3;-7-17-29-37-45-;-3-11-
vendredi;2018-09-28;4;8;50;2;27;2;9;-2-4-8-27-50-;-2-9-
mardi;2018-09-25;38;6;20;30;15;4;7;-6-15-20-30-38-;-4-7-
vendredi;2018-09-21;5;7;37;25;21;3;4;-5-7-21-25-37-;-3-4-
mardi;2018-09-18;10;32;45;8;3;4;12;-3-8-10-32-45-;-4-12-
vendredi;2018-09-14;45;40;33;1;3;4;3;-1-3-33-40-45-;-3-4-
mardi;2018-09-11;32;18;9;38;46;2;3;-9-18-32-38-46-;-2-3-
vendredi;2018-09-07;50;31;27;4;23;1;8;-4-23-27-31-50-;-1-8-
mardi;2018-09-04;47;5;28;30;14;11;4;-5-14-28-30-47-;-4-11-
vendredi;2018-08-31;4;42;30;38;31;4;6;-4-30-31-38-42-;-4-6-
mardi;2018-08-28;42;46;4;16;32;12;8;-4-16-32-42-46-;-8-12-
vendredi;2018-08-24;31;36;50;14;3;12;1;-3-14-31-36-50-;-1-12-
mardi;2018-08-21;43;16;49;23;42;12;10;-16-23-42-43-49-;-10-12-
vendredi;2018-08-17;18;24;2;43;15;8;12;-2-15-18-24-43-;-8-12-
mardi;2018-08-14;31;1;15;25;18;9;11;-1-15-18-25-31-;-9-11-
vendredi;2018-08-10;43;44;20;18;36;9;3;-18-20-36-43-44-;-3-9-
mardi;2018-08-07;30;29;28;36;16;10;8;-16-28-29-30-36-;-8-10-
vendredi;2018-08-03;26;38;36;43;7;12;6;-7-26-36-38-43-;-6-12-
mardi;2018-07-31;25;34;20;42;45;6;11;-20-25-34-42-45-;-6-11-
vendredi;2018-07-27;17;23;11;22;41;11;6;-11-17-22-23-41-;-6-11-
mardi;2018-07-24;40;23;2;4;39;3;9;-2-4-23-39-40-;-3-9-
vendredi;2018-07-20;15;2;43;40;46;3;6;-2-15-40-43-46-;-3-6-
mardi;2018-07-17;4;50;6;27;48;1;11;-4-6-27-48-50-;-1-11-
vendredi;2018-07-13;49;14;4;1;21;2;12;-1-4-14-21-49-;-2-12-
mardi;2018-07-10;3;33;26;8;45;10;7;-3-8-26-33-45-;-7-10-
vendredi;2018-07-06;30;8;48;33;38;10;2;-8-30-33-38-48-;-2-10-
mardi;2018-07-03;15;29;12;48;1;5;3;-1-12-15-29-48-;-3-5-
vendredi;2018-06-29;15;21;40;23;48;3;12;-15-21-23-40-48-;-3-12-
mardi;2018-06-26;20;34;16;15;50;7;4;-15-16-20-34-50-;-4-7-
vendredi;2018-06-22;44;39;41;14;25;8;2;-14-25-39-41-44-;-2-8-
mardi;2018-06-19;26;7;19;50;42;9;4;-7-19-26-42-50-;-4-9-
vendredi;2018-06-15;26;23;49;33;38;1;12;-23-26-33-38-49-;-1-12-
mardi;2018-06-12;36;38;23;21;7;6;8;-7-21-23-36-38-;-6-8-
vendredi;2018-06-08;43;46;8;32;19;8;2;-8-19-32-43-46-;-2-8-
mardi;2018-06-05;39;46;9;22;15;5;4;-9-15-22-39-46-;-4-5-
vendredi;2018-06-01;29;17;40;24;18;4;5;-17-18-24-29-40-;-4-5-
mardi;2018-05-29;20;43;6;38;11;4;2;-6-11-20-38-43-;-2-4-
vendredi;2018-05-25;13;16;15;41;28;4;5;-13-15-16-28-41-;-4-5-
mardi;2018-05-22;48;11;1;37;41;8;12;-1-11-37-41-48-;-8-12-
vendredi;2018-05-18;8;31;5;10;13;6;3;-5-8-10-13-31-;-3-6-
mardi;2018-05-15;20;16;4;31;39;2;12;-4-16-20-31-39-;-2-12-
vendredi;2018-05-11;22;34;3;50;49;11;8;-3-22-34-49-50-;-8-11-
mardi;2018-05-08;17;35;25;39;44;5;2;-17-25-35-39-44-;-2-5-
vendredi;2018-05-04;23;6;12;45;39;12;9;-6-12-23-39-45-;-9-12-
mardi;2018-05-01;48;42;15;17;6;4;6;-6-15-17-42-48-;-4-6-
vendredi;2018-04-27;24;40;12;41;46;5;12;-12-24-40-41-46-;-5-12-
mardi;2018-04-24;28;44;30;23;20;3;7;-20-23-28-30-44-;-3-7-
vendredi;2018-04-20;44;39;3;25;16;11;7;-3-16-25-39-44-;-7-11-
mardi;2018-04-17;39;15;33;27;50;6;4;-15-27-33-39-50-;-4-6-
vendredi;2018-04-13;48;50;34;25;5;7;6;-5-25-34-48-50-;-6-7-
mardi;2018-04-10;48;14;39;46;27;11;12;-14-27-39-46-48-;-11-12-
vendredi;2018-04-06;45;47;29;33;1;4;8;-1-29-33-45-47-;-4-8-
mardi;2018-04-03;43;3;40;16;8;8;5;-3-8-16-40-43-;-5-8-
vendredi;2018-03-30;35;47;28;17;12;7;11;-12-17-28-35-47-;-7-11-
mardi;2018-03-27;46;40;20;23;17;9;10;-17-20-23-40-46-;-9-10-
vendredi;2018-03-23;46;5;50;7;11;11;8;-5-7-11-46-50-;-8-11-
mardi;2018-03-20;44;39;29;26;37;9;11;-26-29-37-39-44-;-9-11-
vendredi;2018-03-16;31;4;27;24;17;11;10;-4-17-24-27-31-;-10-11-
mardi;2018-03-13;11;9;13;33;49;12;6;-9-11-13-33-49-;-6-12-
vendredi;2018-03-09;44;9;14;21;32;12;1;-9-14-21-32-44-;-1-12-
mardi;2018-03-06;26;44;20;31;15;2;9;-15-20-26-31-44-;-2-9-
vendredi;2018-03-02;2;7;34;48;45;1;12;-2-7-34-45-48-;-1-12-
mardi;2018-02-27;48;31;3;41;50;11;8;-3-31-41-48-50-;-8-11-
vendredi;2018-02-23;18;17;28;47;10;3;7;-10-17-18-28-47-;-3-7-
mardi;2018-02-20;6;25;14;19;29;11;5;-6-14-19-25-29-;-5-11-
vendredi;2018-02-16;23;32;50;12;10;10;4;-10-12-23-32-50-;-4-10-
mardi;2018-02-13;13;44;10;21;17;10;1;-10-13-17-21-44-;-1-10-
vendredi;2018-02-09;38;22;31;44;36;11;1;-22-31-36-38-44-;-1-11-
mardi;2018-02-06;8;28;17;38;34;6;12;-8-17-28-34-38-;-6-12-
vendredi;2018-02-02;36;39;34;14;48;2;3;-14-34-36-39-48-;-2-3-
mardi;2018-01-30;11;15;35;27;21;5;4;-11-15-21-27-35-;-4-5-
vendredi;2018-01-26;28;15;24;48;6;9;4;-6-15-24-28-48-;-4-9-
mardi;2018-01-23;5;23;8;9;24;7;8;-5-8-9-23-24-;-7-8-
vendredi;2018-01-19;44;3;17;50;8;2;7;-3-8-17-44-50-;-2-7-
mardi;2018-01-16;46;34;31;20;23;3;12;-20-23-31-34-46-;-3-12-
vendredi;2018-01-12;45;30;21;13;23;6;4;-13-21-23-30-45-;-4-6-
mardi;2018-01-09;6;49;38;12;15;9;2;-6-12-15-38-49-;-2-9-
vendredi;2018-01-05;41;38;20;5;2;4;8;-2-5-20-38-41-;-4-8-
mardi;2018-01-02;20;10;21;48;28;1;8;-10-20-21-28-48-;-1-8-
vendredi;2017-12-29;4;48;8;22;23;1;12;-4-8-22-23-48-;-1-12-
mardi;2017-12-26;30;4;17;44;43;10;2;-4-17-30-43-44-;-2-10-
vendredi;2017-12-22;5;30;24;31;43;3;6;-5-24-30-31-43-;-3-6-
mardi;2017-12-19;15;38;46;8;30;4;7;-8-15-30-38-46-;-4-7-
vendredi;2017-12-15;25;42;30;50;31;11;2;-25-30-31-42-50-;-2-11-
mardi;2017-12-12;39;20;37;50;44;4;8;-20-37-39-44-50-;-4-8-
vendredi;2017-12-08;34;32;22;30;4;4;3;-4-22-30-32-34-;-3-4-
mardi;2017-12-05;48;11;44;43;36;2;7;-11-36-43-44-48-;-2-7-
vendredi;2017-12-01;5;46;29;35;24;11;12;-5-24-29-35-46-;-11-12-
mardi;2017-11-28;42;1;12;6;18;2;7;-1-6-12-18-42-;-2-7-
vendredi;2017-11-24;28;24;50;19;30;10;3;-19-24-28-30-50-;-3-10-
mardi;2017-11-21;31;28;10;2;14;7;5;-2-10-14-28-31-;-5-7-
vendredi;2017-11-17;35;36;26;42;20;5;12;-20-26-35-36-42-;-5-12-
mardi;2017-11-14;16;40;39;41;14;8;10;-14-16-39-40-41-;-8-10-
vendredi;2017-11-10;37;36;29;22;13;1;9;-13-22-29-36-37-;-1-9-
mardi;2017-11-07;37;19;41;20;7;12;2;-7-19-20-37-41-;-2-12-
vendredi;2017-11-03;41;5;33;17;12;4;9;-5-12-17-33-41-;-4-9-
mardi;2017-10-31;46;12;43;36;1;3;5;-1-12-36-43-46-;-3-5-
vendredi;2017-10-27;39;23;16;32;3;1;4;-3-16-23-32-39-;-1-4-
mardi;2017-10-24;27;9;33;13;11;10;7;-9-11-13-27-33-;-7-10-
vendredi;2017-10-20;4;27;23;30;17;3;8;-4-17-23-27-30-;-3-8-
mardi;2017-10-17;19;26;17;13;36;2;3;-13-17-19-26-36-;-2-3-
vendredi;2017-10-13;23;37;50;29;45;5;11;-23-29-37-45-50-;-5-11-
mardi;2017-10-10;36;4;37;21;34;6;3;-4-21-34-36-37-;-3-6-
vendredi;2017-10-06;15;1;9;25;19;1;7;-1-9-15-19-25-;-1-7-
mardi;2017-10-03;32;6;50;24;48;1;5;-6-24-32-48-50-;-1-5-
vendredi;2017-09-29;18;32;7;48;19;3;7;-7-18-19-32-48-;-3-7-
mardi;2017-09-26;40;29;1;48;41;12;6;-1-29-40-41-48-;-6-12-
vendredi;2017-09-22;6;31;39;42;11;3;1;-6-11-31-39-42-;-1-3-
mardi;2017-09-19;45;21;1;8;30;3;2;-1-8-21-30-45-;-2-3-
vendredi;2017-09-15;44;49;13;18;37;9;12;-13-18-37-44-49-;-9-12-
mardi;2017-09-12;35;17;29;10;27;4;11;-10-17-27-29-35-;-4-11-
vendredi;2017-09-08;42;47;24;49;9;1;5;-9-24-42-47-49-;-1-5-
mardi;2017-09-05;28;18;29;6;9;9;1;-6-9-18-28-29-;-1-9-
vendredi;2017-09-01;8;7;3;14;49;5;8;-3-7-8-14-49-;-5-8-
mardi;2017-08-29;4;12;32;15;38;1;5;-4-12-15-32-38-;-1-5-
vendredi;2017-08-25;15;7;1;47;5;9;12;-1-5-7-15-47-;-9-12-
mardi;2017-08-22;10;12;17;3;27;3;5;-3-10-12-17-27-;-3-5-
vendredi;2017-08-18;39;42;24;45;2;2;8;-2-24-39-42-45-;-2-8-
mardi;2017-08-15;14;30;46;10;35;4;10;-10-14-30-35-46-;-4-10-
vendredi;2017-08-11;39;48;28;46;18;12;5;-18-28-39-46-48-;-5-12-
mardi;2017-08-08;26;15;40;25;41;4;5;-15-25-26-40-41-;-4-5-
vendredi;2017-08-04;29;30;41;40;36;9;2;-29-30-36-40-41-;-2-9-
mardi;2017-08-01;29;24;21;30;14;10;8;-14-21-24-29-30-;-8-10-
vendredi;2017-07-28;41;9;31;5;29;4;2;-5-9-29-31-41-;-2-4-
mardi;2017-07-25;14;44;43;48;12;11;2;-12-14-43-44-48-;-2-11-
vendredi;2017-07-21;8;1;26;49;9;9;5;-1-8-9-26-49-;-5-9-
mardi;2017-07-18;41;27;1;45;25;7;5;-1-25-27-41-45-;-5-7-
vendredi;2017-07-14;21;14;20;47;11;10;7;-11-14-20-21-47-;-7-10-
mardi;2017-07-11;50;26;42;22;14;8;10;-14-22-26-42-50-;-8-10-
vendredi;2017-07-07;45;37;20;35;11;3;6;-11-20-35-37-45-;-3-6-
mardi;2017-07-04;22;25;10;37;49;8;5;-10-22-25-37-49-;-5-8-
vendredi;2017-06-30;35;50;39;17;47;6;8;-17-35-39-47-50-;-6-8-
mardi;2017-06-27;45;17;21;9;28;1;3;-9-17-21-28-45-;-1-3-
vendredi;2017-06-23;4;31;21;3;38;3;7;-3-4-21-31-38-;-3-7-
mardi;2017-06-20;44;43;11;18;26;8;10;-11-18-26-43-44-;-8-10-
vendredi;2017-06-16;38;42;15;17;41;9;12;-15-17-38-41-42-;-9-12-
mardi;2017-06-13;12;3;22;27;49;11;4;-3-12-22-27-49-;-4-11-
vendredi;2017-06-09;9;39;27;20;43;11;10;-9-20-27-39-43-;-10-11-
mardi;2017-06-06;25;40;20;22;37;7;3;-20-22-25-37-40-;-3-7-
vendredi;2017-06-02;8;42;33;24;10;9;3;-8-10-24-33-42-;-3-9-
mardi;2017-05-30;27;48;38;12;7;9;6;-7-12-27-38-48-;-6-9-
vendredi;2017-05-26;36;5;39;7;26;2;10;-5-7-26-36-39-;-2-10-
mardi;2017-05-23;15;8;42;25;27;1;4;-8-15-25-27-42-;-1-4-
vendredi;2017-05-19;30;12;9;19;11;9;4;-9-11-12-19-30-;-4-9-
mardi;2017-05-16;20;8;30;11;15;3;8;-8-11-15-20-30-;-3-8-
vendredi;2017-05-12;2;28;29;44;20;3;9;-2-20-28-29-44-;-3-9-
mardi;2017-05-09;26;22;16;12;8;7;6;-8-12-16-22-26-;-6-7-
vendredi;2017-05-05;7;43;30;3;35;1;3;-3-7-30-35-43-;-1-3-
mardi;2017-05-02;27;25;19;6;23;12;11;-6-19-23-25-27-;-11-12-
vendredi;2017-04-28;20;25;30;39;14;8;2;-14-20-25-30-39-;-2-8-
mardi;2017-04-25;11;9;32;19;43;3;9;-9-11-19-32-43-;-3-9-
vendredi;2017-04-21;2;13;22;49;16;4;5;-2-13-16-22-49-;-4-5-
mardi;2017-04-18;22;17;45;38;31;12;5;-17-22-31-38-45-;-5-12-
vendredi;2017-04-14;33;20;4;14;23;6;10;-4-14-20-23-33-;-6-10-
mardi;2017-04-11;22;5;31;49;21;8;2;-5-21-22-31-49-;-2-8-
vendredi;2017-04-07;35;10;2;50;19;7;6;-2-10-19-35-50-;-6-7-
mardi;2017-04-04;24;33;9;1;34;2;6;-1-9-24-33-34-;-2-6-
vendredi;2017-03-31;24;26;45;17;28;4;12;-17-24-26-28-45-;-4-12-
mardi;2017-03-28;33;13;46;9;31;6;10;-9-13-31-33-46-;-6-10-
vendredi;2017-03-24;2;21;17;27;34;5;9;-2-17-21-27-34-;-5-9-
mardi;2017-03-21;47;23;20;44;1;11;4;-1-20-23-44-47-;-4-11-
vendredi;2017-03-17;19;29;36;6;10;9;3;-6-10-19-29-36-;-3-9-
mardi;2017-03-14;21;5;44;36;3;3;6;-3-5-21-36-44-;-3-6-
vendredi;2017-03-10;38;49;31;47;36;8;11;-31-36-38-47-49-;-8-11-
mardi;2017-03-07;6;37;50;41;48;5;4;-6-37-41-48-50-;-4-5-
vendredi;2017-03-03;47;2;11;29;30;12;1;-2-11-29-30-47-;-1-12-
mardi;2017-02-28;35;31;10;42;20;2;12;-10-20-31-35-42-;-2-12-
vendredi;2017-02-24;13;2;43;22;4;8;9;-2-4-13-22-43-;-8-9-
mardi;2017-02-21;19;41;49;13;45;4;3;-13-19-41-45-49-;-3-4-
vendredi;2017-02-17;25;19;33;36;48;2;9;-19-25-33-36-48-;-2-9-
mardi;2017-02-14;44;40;24;2;10;3;10;-2-10-24-40-44-;-3-10-
vendredi;2017-02-10;43;26;7;35;21;9;2;-7-21-26-35-43-;-2-9-
mardi;2017-02-07;44;38;4;31;10;10;8;-4-10-31-38-44-;-8-10-
vendredi;2017-02-03;3;4;50;46;15;9;5;-3-4-15-46-50-;-5-9-
mardi;2017-01-31;4;17;44;23;3;6;9;-3-4-17-23-44-;-6-9-
vendredi;2017-01-27;28;45;20;17;48;9;5;-17-20-28-45-48-;-5-9-
mardi;2017-01-24;5;1;23;17;7;3;8;-1-5-7-17-23-;-3-8-
vendredi;2017-01-20;17;10;27;49;31;3;5;-10-17-27-31-49-;-3-5-
mardi;2017-01-17;43;4;25;16;47;10;2;-4-16-25-43-47-;-2-10-
vendredi;2017-01-13;16;7;50;3;26;4;7;-3-7-16-26-50-;-4-7-
mardi;2017-01-10;44;29;35;11;2;4;9;-2-11-29-35-44-;-4-9-
vendredi;2017-01-06;21;14;49;10;18;9;11;-10-14-18-21-49-;-9-11-
mardi;2017-01-03;34;27;49;23;19;11;1;-19-23-27-34-49-;-1-11-
vendredi;2016-12-30;10;22;29;47;8;1;3;-8-10-22-29-47-;-1-3-
mardi;2016-12-27;32;22;39;25;3;7;12;-3-22-25-32-39-;-7-12-
vendredi;2016-12-23;46;39;16;20;4;5;2;-4-16-20-39-46-;-2-5-
mardi;2016-12-20;15;27;13;21;17;3;2;-13-15-17-21-27-;-2-3-
vendredi;2016-12-16;45;10;6;30;41;11;4;-6-10-30-41-45-;-4-11-
mardi;2016-12-13;28;50;48;29;14;8;2;-14-28-29-48-50-;-2-8-
vendredi;2016-12-09;6;40;37;28;12;1;5;-6-12-28-37-40-;-1-5-
mardi;2016-12-06;27;1;7;11;45;9;4;-1-7-11-27-45-;-4-9-
vendredi;2016-12-02;23;32;6;11;31;2;12;-6-11-23-31-32-;-2-12-
mardi;2016-11-29;38;27;21;28;26;11;9;-21-26-27-28-38-;-9-11-
vendredi;2016-11-25;28;23;5;11;17;10;11;-5-11-17-23-28-;-10-11-
mardi;2016-11-22;47;10;5;33;34;10;2;-5-10-33-34-47-;-2-10-
vendredi;2016-11-18;32;27;12;47;3;8;6;-3-12-27-32-47-;-6-8-
mardi;2016-11-15;42;7;15;36;48;3;7;-7-15-36-42-48-;-3-7-
vendredi;2016-11-11;38;49;3;22;23;9;2;-3-22-23-38-49-;-2-9-
mardi;2016-11-08;49;47;9;50;5;9;8;-5-9-47-49-50-;-8-9-
vendredi;2016-11-04;7;11;12;48;44;7;3;-7-11-12-44-48-;-3-7-
mardi;2016-11-01;10;20;6;37;29;9;1;-6-10-20-29-37-;-1-9-
vendredi;2016-10-28;23;43;10;19;16;8;2;-10-16-19-23-43-;-2-8-
mardi;2016-10-25;28;15;21;3;20;5;1;-3-15-20-21-28-;-1-5-
vendredi;2016-10-21;48;9;23;20;44;10;8;-9-20-23-44-48-;-8-10-
mardi;2016-10-18;2;25;17;21;27;9;6;-2-17-21-25-27-;-6-9-
vendredi;2016-10-14;31;34;19;7;13;11;1;-7-13-19-31-34-;-1-11-
mardi;2016-10-11;12;37;20;24;5;4;11;-5-12-20-24-37-;-4-11-
vendredi;2016-10-07;12;30;27;20;2;11;9;-2-12-20-27-30-;-9-11-
vendredi;2016-09-23;14;39;42;49;16;9;3;-14-16-39-42-49-;-3-9-
mardi;2016-09-20;45;41;4;1;10;9;6;-1-4-10-41-45-;-6-9-
vendredi;2016-09-16;32;5;22;8;14;2;11;-5-8-14-22-32-;-2-11-
mardi;2016-09-13;44;16;4;7;35;3;1;-4-7-16-35-44-;-1-3-
vendredi;2016-09-09;28;4;11;17;15;1;3;-4-11-15-17-28-;-1-3-
mardi;2016-09-06;45;12;34;24;30;7;10;-12-24-30-34-45-;-7-10-
vendredi;2016-09-02;50;40;16;32;8;2;11;-8-16-32-40-50-;-2-11-
mardi;2016-08-30;29;42;13;16;35;6;8;-13-16-29-35-42-;-6-8-
vendredi;2016-08-26;48;9;30;28;1;7;8;-1-9-28-30-48-;-7-8-
mardi;2016-08-23;2;31;45;37;23;8;4;-2-23-31-37-45-;-4-8-
vendredi;2016-08-19;22;6;5;25;34;7;5;-5-6-22-25-34-;-5-7-
mardi;2016-08-16;34;37;46;26;2;4;8;-2-26-34-37-46-;-4-8-
vendredi;2016-08-12;15;50;36;2;28;11;2;-2-15-28-36-50-;-2-11-
mardi;2016-08-09;19;43;44;12;45;10;5;-12-19-43-44-45-;-5-10-
vendredi;2016-08-05;19;16;24;37;35;2;7;-16-19-24-35-37-;-2-7-
mardi;2016-08-02;27;46;38;2;8;2;6;-2-8-27-38-46-;-2-6-
vendredi;2016-07-29;40;26;50;1;21;4;2;-1-21-26-40-50-;-2-4-
mardi;2016-07-26;13;49;10;45;3;11;2;-3-10-13-45-49-;-2-11-
vendredi;2016-07-22;26;45;24;7;37;9;5;-7-24-26-37-45-;-5-9-
mardi;2016-07-19;24;37;19;28;36;6;3;-19-24-28-36-37-;-3-6-
vendredi;2016-07-15;2;11;14;13;21;1;8;-2-11-13-14-21-;-1-8-
mardi;2016-07-12;26;3;41;33;7;2;10;-3-7-26-33-41-;-2-10-
vendredi;2016-07-08;12;18;8;44;33;8;4;-8-12-18-33-44-;-4-8-
mardi;2016-07-05;38;29;10;48;1;4;3;-1-10-29-38-48-;-3-4-
vendredi;2016-07-01;11;50;13;40;2;10;1;-2-11-13-40-50-;-1-10-
mardi;2016-06-28;43;37;32;26;49;5;4;-26-32-37-43-49-;-4-5-
vendredi;2016-06-24;11;19;39;28;27;3;10;-11-19-27-28-39-;-3-10-
mardi;2016-06-21;32;35;17;49;5;5;1;-5-17-32-35-49-;-1-5-
vendredi;2016-06-17;43;1;18;27;7;8;4;-1-7-18-27-43-;-4-8-
mardi;2016-06-14;13;50;42;39;34;11;9;-13-34-39-42-50-;-9-11-
vendredi;2016-06-10;21;35;42;14;43;7;9;-14-21-35-42-43-;-7-9-
mardi;2016-06-07;26;49;19;45;35;2;5;-19-26-35-45-49-;-2-5-
vendredi;2016-06-03;7;31;39;23;33;6;10;-7-23-31-33-39-;-6-10-
mardi;2016-05-31;6;30;26;48;12;6;7;-6-12-26-30-48-;-6-7-
vendredi;2016-05-27;46;27;13;43;25;4;8;-13-25-27-43-46-;-4-8-
mardi;2016-05-24;37;17;34;16;23;9;6;-16-17-23-34-37-;-6-9-
vendredi;2016-05-20;41;9;30;14;45;4;9;-9-14-30-41-45-;-4-9-
mardi;2016-05-17;32;27;39;36;15;3;10;-15-27-32-36-39-;-3-10-
vendredi;2016-05-13;31;28;42;15;7;10;11;-7-15-28-31-42-;-10-11-
mardi;2016-05-10;40;2;26;27;49;10;5;-2-26-27-40-49-;-5-10-
vendredi;2016-05-06;45;48;40;34;32;10;1;-32-34-40-45-48-;-1-10-
mardi;2016-05-03;23;34;8;24;38;3;7;-8-23-24-34-38-;-3-7-
vendredi;2016-04-29;4;25;28;5;43;6;11;-4-5-25-28-43-;-6-11-
mardi;2016-04-26;10;42;17;32;31;2;5;-10-17-31-32-42-;-2-5-
vendredi;2016-04-22;32;43;26;34;17;2;10;-17-26-32-34-43-;-2-10-
mardi;2016-04-19;27;14;44;15;11;7;2;-11-14-15-27-44-;-2-7-
vendredi;2016-04-15;13;32;37;14;48;1;7;-13-14-32-37-48-;-1-7-
mardi;2016-04-12;9;1;5;22;38;10;2;-1-5-9-22-38-;-2-10-
vendredi;2016-04-08;43;8;49;6;26;10;6;-6-8-26-43-49-;-6-10-
mardi;2016-04-05;3;19;40;9;5;5;2;-3-5-9-19-40-;-2-5-
vendredi;2016-04-01;23;25;2;49;16;6;9;-2-16-23-25-49-;-6-9-
mardi;2016-03-29;4;25;19;36;1;3;11;-1-4-19-25-36-;-3-11-
vendredi;2016-03-25;43;36;12;42;19;8;5;-12-19-36-42-43-;-5-8-
